,title_fix,Company,Link,Description,location,work_type,experience,sal_freq,min_sal,max_sal,avg_sal,sal_cat
0,Data Scientist,        Algorithmic Trading Strategies Pty Ltd,https://au.indeed.com/company/Algorithmic-Trading-Strategies/jobs/Senior-Data-Scientist-470ecf18a78334a3?fccid=36e1f95c57a5520b&vjs=3,"We are looking for an experienced Data Scientist with solid experience (at least 4 years) working as a Data Scientist and with exposure to a broad set of financial markets data sets and related use cases.This is a fantastic opportunity to get in at the ground level into a very established Financial Markets company which is only just building out their Data Science practice and moving away form providing data and closer to providing analytic products.The platform is built and we are now on the journey to start to build the first set of analytics products. You will work with a team of Data Engineers who will deliver the products you prototype.The ideal candidate will have tertiary qualifications in statistics, mathematics, computer science or another relevant field and hands-on experience building and optimising statistical, quantitative and machine learning models using SQL, Python or R.They will have a good level of knowledge and experience in data structures, data mining, data transformation and data visualisation across large structured and unstructured datasets.Ideally you would have worked with big data technologies such as Hadoop, Spark, Hive, MapReduce, Hive and Kafka and visualisation tools such as Tableau and Spotfire.You would have pitched data science stories to non-technical stakeholders to excite them about the potential of analytics and effectively bring them on the data science journey.Apply today to find out more.Job Type: Full-timeSalary: $160,000.00 to $180,000.00 /year",Sydney,Full Time,Senior,year,160000.0,180000.0,170000.0,LDS
1,Data Scientist,        Accenture,https://au.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CV4holdffd831ZKQhR8rczbMi0923Hh_m8CV6wbSqk2HeI17EP9wQnE-n7fLbHACD1_l_6wACUKAlsJbZTQKd0u7M-AkjzY_udCYSiXLU0zUdYBvn0rikDeCWj3ssZegnSrgOG_6d-mEYWhbcPnX1wAGk6vZnM7xOimv31hDKhtcHw-bGdoTL9wC5bcX7NCny5kA_FEVAUkVSuebffY0FzbjMtKrGPg3OW9vxPl3TNdAzQhTd4MW5ac7Dz-RBHihlhuFrQPhDm8PDbHR0wjTXj7KDa0UVbEeyOGlJN-aSvKgIoDv3Rda9cpgbeLrGwO7SgjLtdr6GR3CsLKb4nPo9VStDrLCul2MS-7f5Cu4y1U5ETLHA5rcxfs6dUJBSDr1V2nxM5SKrCT9WcvXgLhItsw1xJsm1Z8Are3IbJBeP0kaokngnnul_aVXtcwsj__yb0kx1YA9mya8edT1RTWmeb9Owg911NULRr_SgfXaB5daJdyD3CCLJZHXJeFtiq1mg=&vjs=3&p=14&fvj=0,"Are you curious about how digital is changing the world?
Join Accenture and help transform leading organizations and communities around the world. The sheer scale of our capabilities and client engagements and the way we collaborate, operate and deliver value provides an unparalleled opportunity to grow and advance. Choose Accenture, and make delivering innovative work part of your extraordinary career.

As a leading professional services company with more than 435,000 people working across 120 countries, your career can take many exciting paths spanning digital, strategy, consulting, technology and operations.


As part of a global diverse workforce you will help organisations across every industry imaginable improve the way they work. Join us and let challenging, interesting and enjoyable work become part of daily life.


The digital revolution is changing everything. It’s everywhere – transforming how we work and play. Are you reacting to the disruption each day or are you leading the way as a digital disrupter? Accenture Digital is driving these exciting changes and bringing them to life across 40 industries in more than 120 countries. At the forefront of digital, you’ll create it, own it and make it a reality for clients looking to better serve their connected customers and operate always-on enterprises. Join us and become an integral part of our experienced digital team with the credibility, expertise and insight clients depend on.


Accenture Digital is powered by three practices –Mobility, Interactive, and Analytics. As part of our Analytics practice, you’ll deliver analytically-informed, issue-based solutions that help clients make faster, smarter decisions. You’ll play a critical role in helping them tackle complex business issues.


Job Description


Do you have a pulse on new technologies and a desire to change the way business gets done?


Do you want to implement emerging solutions for some of the most successful companies around? If you answered yes to these questions and you are passionate about helping clients effectively manage enormous amounts of data to generate knowledge and value, then we want to meet you.


The role requires experience delivering Artificial Intelligence projects. The candidate is expected to deliver cognitive applications that solve/augment business issues using leading AI technology frameworks.
We have opportunities in both Sydney and Melbourne as a Virtual Assistant/NLP Data Scientist, salary ranging $110,000-$150,000; flexible for the right skills and experience.


In particular the candidate should have experience delivering productionised virtual assistant solutions, analysing utterances, developing intent groupings, and building out the solution in a commercial solution (eg. IBM’s Watson Conversation Service, Google DialogFlow, Microsoft, Amazon, etc). The ideal candidate would have broader experience of Natural Language Processing, including Named Entity Recognition / Extraction techniques, as well as some experience developing bespoke machine learning models for both structured and unstructured data analytics.


Candidates may be required to travel up to 50%

Basic Qualifications

Bachelor's degree in Computer Science, Engineering, Statistics, Technical Science.

2-5 years of Data Science/IT/Programming experience

Prior experience and knowledge of Artificial Intelligence Services e.g. Cognitive Services from Google, Amazon, Microsoft, IBM Watson

Experience implementing solutions using orchestration layers (eg. built in Python / C#.net / Node.js)

Preferred Skills

Masters or PhD degree in Computer Science, Engineering, Statistics, Technical Science.

Certification on Cognitive tools like Microsoft Bot Framework & Cognitive Services, IBM Watson, Amazon Alexa etc.

Understanding of Machine Learning techniques & industry applications

Experience in and understanding of data and information management, especially in Big Data trends

Exposure to cloud technologies like Azure, IBM Cloud, etc.

Professional Skill Requirements

Proven ability to work creatively and analytically in a problem-solving environment

Desire to work in an information systems environment

Excellent communication (written and oral) and interpersonal skills

Strong organizational and multi-tasking skills

Demonstrated teamwork and collaboration in a professional setting; either military or civilian

Ability to travel extensively

What Accenture Digital offers you:

A great opportunity for you to take part in this journey that we’re embarking on and help shape the culture at Accenture Digital.

To work with the best and most innovative people in the business and the leading companies in their domain.

Excellent possibilities for learning and knowledge gain, resulting in a great possibility to grow as both a person and a professional

The ability to balance professional challenges with your personal life. We pride ourselves in diversity and creating a work environment which is flexible for your lifestyle including condensed working week, 0.8FTE and other flexible work benefits.
Professional development is also a key part of the total reward package we offer and besides locally, you have opportunities on a global level too.

All of our consulting professionals receive comprehensive training covering business acumen, technical and professional skills development. You'll also have opportunities to hone your functional skills and expertise in an area of specialization. We offer a variety of formal and informal training programs at every level to help you acquire and build specialized skills faster. Learning takes place both on the job and through formal training conducted online, in the classroom, or in collaboration with teammates. The sheer variety of work we do, and the experience it offers, provide an unbeatable platform from which to build a career.


Equal Employment Opportunity

Accenture is an equal opportunities employer and welcomes applications from all sections of society and does not discriminate on grounds of race, religion or belief, ethnic or national origin, disability, age, marital, domestic or civil partnership status, sexual orientation, gender identity, or any other basis as protected by applicable law.


Accenture is committed to providing veteran employment opportunities to our service men and women.",Sydney,Full Time,Mid,year,110000.0,150000.0,130000.0,LDS
2,Data Scientist,        Quantexa,https://au.indeed.com/rc/clk?jk=43597fa4327016ad&fccid=db092f8b7448d6e5&vjs=3,"We are looking for individuals with a proven track record in big data projects. A background in AML, KYC, screening, regulatory compliance or fraud is highly advantageous, especially for more senior roles.
In this role you will:
Work with clients to solve business problems in the area of fraud, compliance and financial crime:
Manage, transform and cleanse high volume data;
Write defensive, fault tolerant and efficient code for data processing;
Automate data processing to enable on-going alerts on high risk activity;
Present project results to clients.
Work very closely with data scientists to ensure efficient and effective delivery of solutions;
Use leading open source big-data tools, such as Spark, Hadoop, Scala and Elasticsearch. You should be comfortable with working with high profile clients, on their sites;
Work with our expert software development team to produce reusable applications:
Use emerging and open source technologies such as Spark, Hadoop, and Scala;
Collaborate on scalability issues involving access to massive amounts of data and information;
Take on ad-hoc tasks as required for the running of a small, yet rapidly expanding business.

For senior roles in addition you should be comfortable:
Working with clients to Elicit and document solution requirements;
Assuring high quality implementation of solutions;
Providing technical vision for, managing and developing teams to deliver Quantexa’s software to clients.
Requirements
Candidates must have the following:
Proven big data experience, either from an implementation or a data science prospective;
Excellent technical skills including expert knowledge of at least one big data technology such as Spark, Hadoop, or Elasticsearch;
Experience of building data processing pipelines for use in production “hands off” batch systems, including either (or preferably both) traditional ETL pipelines and/or analytics pipelines;
Strong coding experience in the likes of Scala, Java or Python;
Strong client facing, communication and presentation skills;
Strong academic qualifications, high quality degree (2:1 or above) or equivalent;
Enthusiasm to learn and develop emerging technologies and techniques;
Exhibit strong technical communication skills with demonstrable experience of working in rapidly changing client environments;
Demonstrate strong analytical and problem-solving skills and the ability to debug and solve technical challenges with sometimes unfamiliar technologies;
For senior roles: be comfortable with principles behind data science to build processing pipelines supporting analytical users (direct data science experience itself is not a pre-requisite but is desirable).

Ideal candidates will also:
have worked on a variety of complex data orientated projects for financial services clients;
have a good understanding of Computer Science and preferable come from a software engineering background or other scientific degree incorporating IT modules (e.g. Maths/Physics);
have exposure to Agile, especially SCRUM;
be open to short-medium term international travel;
Arrive with experience at working with a variety of modern development tooling (e.g. Git, Gradle, Jenkins, Nexus) as well as technologies supporting automation and DevOps (e.g. Ansible, Chef, Puppet, Docker and a little bit of good old Bash scripting);
Have an excellent appreciation of what makes a high quality, operationally stable system and how to streamline all areas of development, release and operations to achieve this.
Benefits
We’re looking for high performing individuals and offer competitive base salary commensurate with experience plus bonus, commission and generous benefits.",Sydney,Full Time,Mid,year,71000.0,94000.0,82500.0,LDS
3,Data Scientist,        Freelancer.com,https://au.indeed.com/rc/clk?jk=56398451dd58fdae&fccid=734e88fca63788fc&vjs=3,"Eleven-time Webby award-winning Freelancer.com is the world's largest freelancing and crowdsourcing marketplace. We connect millions of employers to freelancers across the globe, and every day thousands of jobs are described, bid on, negotiated, and managed through our site.
We think it is pretty cool that our dataset details a real life economy, where work is undertaken in every area you can think of. From design, writing, data entry and software development; through to sales, marketing, accounting and legal services - even NASA uses us!
Freelancer's data science team is world class. We have a team of data scientists across three offices, with backgrounds in mathematics, physics, neuroscience, computer science, and more. We have data science infrastructure that runs a sophisticated dashboard and multi-variate testing framework.
You have a strong maths and/or stats background. You know how to take your code to O(log(n)), and when not to bother. You love to reach deep into a SQL dataset and pull out an interesting story. You dream in probability densities, not expectation values. You can smell a badly-designed experiment from a mile away.
If this sounds like you, you will love life as a data scientist at Freelancer. We are a data-driven company- data trumps opinions. Every new feature gets A/B tested and analysed with our bayesian methods. We use machine learning in many places across the company, from improving funnels with sophisticated predictors to fraud and spam detection.
You will work in a product team and sit at the core of the decision making process. You will scour our well-organised dataset for trends and potential opportunities, and be responsible for designing and analysing A/B tests. And from time to time, you will invent new and awesome ways to use our dataset to make the site better.

Responsibilities
Identify valuable data sources and automate collection processes
Undertake preprocessing of structured and unstructured data
Analyse large amounts of information to discover trends and patterns
Build predictive models and machine-learning algorithms
Combine models through ensemble modelling
Present information using data visualisation techniques
Propose solutions and strategies to business challenges
Collaborate with engineering and product development teams
Requirements
Tertiary Degree in Maths, Stats, Physics, Computer Science, or other quantitative discipline. 1st class Honors are preferred, and MS or PhD a plus.
Excellent python, pandas, R, SQL and scripting.
Ability to process complex datasets and transform them into business decisions.
Understanding of Internet-scale systems (scalability into tens of millions of users).
Extensive knowledge and experience in statistics, machine learning and big data analytics a plus.
Proven experience as a data scientist or analyst
Experience in data mining
Understanding of machine-learning and operations research
Analytical mind and business acumen
Strong math skills (e.g. statistics, algebra)
Problem-solving aptitude
Excellent communication and presentation skills
Benefits
This won't be a cog-in-the-machine job; you will be joining a global technology company that is a meritocracy, so if you are looking to make a difference and be rewarded for your efforts, this is the place for you.
We also offer a fun atmosphere working with smart people in an awesome office with fully-stocked kitchens, social events, hackathons, and more.
For more information see www.freelancer.com/careers",Sydney,Full Time,Mid,year,70000.0,110000.0,90000.0,LDS
4,Data Scientist,        Correlate Resources,https://au.indeed.com/rc/clk?jk=ddc0aa1d153a019e&fccid=f5ea592e52f5385b&vjs=3,"Our client is an Australian market leader in the retail loyalty space. They boast some of the industry's largest and most complex data assets. Employing the industry's brightest analytical minds they offer a hot bed for innovation and offer unparalleled opportunities for career development and growth. Due to the ongoing success of the team a brand new position has been created for a Junior Data Scientist to join the Sydney based team. With the key focus on supporting the development of a cutting edge customer decision engines the responsibilities of this role will include:
Working under the supervision of a Lead Data Scientist to understand project requirements and best practice methodologies to be applied.
Managing, manipulating and automating production of complex data sets in a true big data environment leveraging skills in Hadoop, Spark, Scala, R, Python and SQL.
Deliver and automate a range of bespoke Data Science, Machine Learning, Statistical Modelling led projects leveraging techniques that may include; Gradient Boosting / XGBoost, Neural Networks, Recommendation / Decision / Scoring Engines, Predictive Modelling, Linear/Logistic Regression, Attribution Modelling, Customer Segmentation, Unsupervised & Supervised Learning, Bayesian Statistics, Principal Component Analysis, etc.
The successful applicant will come from a strong background working in a senior position of a high profile Customer Loyalty driven Data Science environment and will be able to demonstrate:
A strong academic background (Masters) in a highly relevant discipline Computer Science, Data Science, Statistics, Engineering etc.
Commercial exposure to working in Data Science building a range of complex models relating to customer marketing strategy (Acquisition, retention, growth, cross sell, churn), customer segmentation, next best action decision engines and campaign analytics.
Strong stakeholder engagement and relationship management skills.
Strong technical ability to manage, manipulate and automate production of complex data sets in a true big data environment, leveraging skills in Hadoop, Spark, Scala, R, Python and SQL.
A strong appreciation of a range of Data Science, Machine Learning, Statistical Modelling techniques that may include; Gradient Boosting / XGBoost, Neural Networks, Recommendation / Decision / Scoring Engines, Predictive Modelling, Linear/Logistic Regression, Attribution Modelling, Customer Segmentation, Unsupervised & Supervised Learning, Bayesian Statistics, Principal Component Analysis, etc.
To apply for this position please click on the 'Apply' button below or you're resume and cover note to ben@correlateresources.com",Sydney,Contract,Junior,day,156000.0,156000.0,156000.0,LDS
5,Data Scientist,        TheDriveGroup,https://au.indeed.com/rc/clk?jk=73060ea113be3a93&fccid=085760c105545d7c&vjs=3,"Our client is a well-known and rapidly expanding insurance and financial services brand based northwest of the Sydney CBD. Due to the continued expansion of their Data & Analytics arm, they are now looking to add a strong Data Scientist to their growing team on a permanent basis!

This is a fantastic opportunity to be a part of a large, growing business and work on some truly exciting stuff!

About the role -
As a Data Scientist, you will work as part of the Digital Analytics team working with Data from BigQuery.
The role of this team is to ensure the most efficient and profitable spend on marketing & advertising.
This includes channels such as Search Engine Marketing & Pay Per Click advertising.
The Data Scientist will own and consume the Data, interfacing with the Data Engineer when necessary.
Minimal business and stakeholder engagement is involved as this is a very technical position within the team.
Skills required -
Previous experience as a Data Scientist is essential to be considered for this position.
Ideally, you will have worked within a 'Digital' environment or with 'Digital Data', ie. Data providing info about marketing or advertising.
Solid experience and understanding of Python, R and Google Analytics tools are required.
Due to ongoing improvements and new features of many tools, the successful candidate must be extremely flexible and adaptable.
You must be a very strong technical individual, with great problem solving and out of the box thinking skills.
What's in it for you?
An opportunity to join and influence a large business that is truly Data driven.
A tonne of awesome benefits, including an onsite gym, free fruit, occasional free lunches, and massages!
Work on some really exciting and interesting stuff, this business truly revolves around Data and they have huge amounts to work with!
Please apply with your resume via Seek or send it through to Data@thedrivegroup.com.au and we will be in touch for a confidential discussion!

Follow Us On Linkedin: https://www.linkedin.com/company/thedrivegroup For The Latest Tech News, New Jobs & Our $1000 'Introduce A Friend' Referral Fee",Sydney,Full Time,Mid,year,110000.0,150000.0,130000.0,LDS
6,Data Scientist,        Opus Recruitment Solutions,https://au.indeed.com/rc/clk?jk=e408619f54a01051&fccid=587a90c72514ac83&vjs=3,"About Us:


Working within the research and analytics group, this team has the primary objective of aiding in the operational and internal analytics solutions for the firm. We are a highly established institution with global awards for prestige and performance. This team is responsible for strategic optioning, analytical research, advanced analytics solutions, visualtions and insights for strategic decision making.


About You:

- Come from a research background - MSc - PHD Preferred

3 + years Industry experience as a data scientist, business intelligence analyst or likewise
Experience with Tableau, Power-BI, RShiny
SQL, SSRS, SSIS, Python, R
Outstanding story-telling ability that will leave stakeholders on the edge of their seats
Web technology experience (PHP, HTML, CSS, javascript, JQuery, PHP, d3 etc)


Responsibilities:

Act as a BI and data science wizard, reporting, developing and designing analytics solutions for various stakeholders


The approachability to bring mentorship to the team for the visualisation and reporting

Reporting and presenting to senior stakeholders on findings, reports and dashboards


You'll be a data wrangling master - data extraction, cleansing and modelling in a timely manner


The Head of Data Science wants to place this role ASAP, so if this sounds like you.... why wait? APPLY NOW!",Sydney,Full Time,Mid,year,100000.0,120000.0,110000.0,LDS
7,Data Scientist,        Talent International,https://au.indeed.com/rc/clk?jk=28c4b44433500246&fccid=ea1f64b071408cc5&vjs=3,"Senior Data Scientist
$130,000 - $150,000 + super

This is an opportunity for a business-minded, data-savvy superstar.

In the role you will partner with marketing and product teams to solve some of the company's most challenging issues. You'll also play a key part in helping to mentor team members and develop processes to scale the work of the team. You will present recommendations to leadership and recommend strategic initiatives based on your work.

Responsibilities
Use analytical models to reduce uncertainty and drive key decisions across the organisation
Identify areas that could be optimised with increased access to data and work with teams to integrate models into their daily workflows.
Lead by example and provide on-going mentorship and guidance to a team of data scientists and analysts.
Foster a culture of continuous improvement with a focus on providing solutions and delivering results.
Effectively distil and communicate complex data to all organizational levels.
Qualifications
Master's/Ph.D. Degree in Mathematics, Physics, Computer Science, Electrical Engineering, Statistical Computing or equivalent.
Hands-on experience analysing and interpreting data, drawing conclusions, defining recommended actions, and reporting results across diverse stakeholders.
Solid experience with statistical programming packages such as Python and cloud platforms e.g. AWS or GCP
SQL development skills writing complex queries.
5+ years' experience in Big Data tools such as Hive, with extensive experience working with Spark.
To apply please contact Zoe Crouch at Talent International: zoe.crouch@talentinternational.com.",Sydney,Full Time,Senior,year,130000.0,150000.0,140000.0,LDS
8,Data Scientist,        Talent International,https://au.indeed.com/rc/clk?jk=2ecc42f6e98e7a72&fccid=ea1f64b071408cc5&vjs=3,"Data Scientist - Contract
$400 - $600 /day + super

Data Scientist required for a short term temporary assignment (1-2 months) at an analytics consultancy with clients in the financial services and automotive clients.

Responsibilities
Analyse large data sets to develop custom models and algorithms to drive business solutions
Conducting advanced statistical analysis to determine trends and significant data relationships.
Apply your expertise in quantitative analysis, data mining, and the presentation of data to see beyond the numbers
Requirements
Degree (Master's or PhD preferred) in computer science, engineering, statistics, economics, applied mathematics, physics or other related discipline
At least 3 years' experience of professional experience in a data scientist role
Familiarity with natural language processing and predictive analytics (quantitative) methods and tools
Excellent communication, collaboration, and presentation skills
Demonstrated experience presenting work to both technical and non-technical audiences.
To apply please contact Zoe Crouch at Talent International: zoe.crouch@talentinternational.com.",Sydney,Contract,Mid,day,104000.0,156000.0,130000.0,LDS
9,Data Scientist,        Michael Page,https://au.indeed.com/rc/clk?jk=72ca8f32d8994001&fccid=77087bd1709a8148&vjs=3,"Using AI and machine learning to address industry's most pressing problems

Transforming organisations' abilities to engage with their customers

About Our Client
To help their customers harness the power of cognitive and artificial intelligence (AI). They bring together expertise in cognitive computing, big data, analytic, digital business design and anthropology.

Job Description
Engage with senior stakeholders to understand their vision and to define and recommend valid and pragmatic strategies and solutions
To solve customers' problems with innovative business strategies and present the most relevant solutions to C-level clients
Define the business case to secure funding for investment in my client's strategies and solutions
Define the business capabilities, business services and information flows required to deliver the recommended solutions
Partner with technical specialists on the design of new and complex insight-driven decisioning solutions
Deliver new business capabilities through the implementation of my client's strategies and solutions
The Successful Applicant
Understanding of digital technologies, analytics, information management and business process based solutions and the application
Define the value chain and competitive environment of a commercial business
Develop the business case for investment in my client's capabilities including the identification and quantification of business benefits
Explore and document customers' needs into requirements
Design complex business customer journey's, processes and workflows that incorporate analytic, process excellence and business transformation outputs
Conduct complex analysis and structured problem solving, resulting in pragmatic and executable recommendations to clients
Bridge the gap between technology and business environments.
What's on Offer
Ongoing learning and development opportunities, a collaborative and inclusive culture, and flexible and agile work practices that focus on their people's wellbeing to drive innovation and entrepreneurship.

Contact:
Selena You",Sydney,Full Time,Senior,year,140000.0,210000.0,175000.0,LDS
